Record_ID,Auction_ID,Bidder_ID,Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
4310,2512,e***e,0.079710145,0.407407407,1,0.7307407407,0.333333333,0,0.0178819444,0.865671642,1,1
4311,2512,a***m,0.012345679,0.037037037,0,0.2694675926,0.333333333,0,0.2694675926,0,1,0
4313,2512,e***0,0.029411765,0.037037037,0,0.2942245370,0.333333333,0,0.2942245370,0,1,0
4314,2512,s***a,0.054347826,0.185185185,0,0.5915393519,0.333333333,0,0.3983796296,0.903225806,1,0
4317,2480,h***u,0.176470588,0.090909091,0,0.9090046296,0.454545455,0.999935281,0.8454960317,0,7,0
4320,1947,e***0,0.088235294,0.096774194,0,0.3218263889,0.419354839,0.993592814,0.0006990741,0,10,0
4321,1947,e***e,0.007246377,0.032258065,0,0.0031574074,0.419354839,0.993592814,0.0031574074,0,10,0
4322,1947,t***2,0.25,0.032258065,0,0.0036134259,0.419354839,0.993592814,0.0036134259,0,10,0
4323,1947,e***c,0.023255814,0.032258065,0,0.3668530093,0.419354839,0.993592814,0.3668530093,0,10,0
4324,1947,d***a,0.08,0.129032258,0,0.8578854167,0.419354839,0.993592814,0.8578657407,1,10,0
4328,1947,t***e,0.063829787,0.193548387,1,0.9900208333,0.419354839,0.993592814,0.8957245370,0.884615385,10,0
4329,2212,e***r,0.018867925,0.025641026,0,0.0000033069,0.538461538,0.993528095,0.0000033069,0,7,0
4330,2212,u***9,0.166666667,0.025641026,0,0.0000115741,0.538461538,0.993528095,0.0000115741,0,7,0
4331,2212,p***i,0.1,0.076923077,0,0.0013260582,0.538461538,0.993528095,0.0013194444,0,7,0
4333,2397,i***i,0.016528926,0.166666667,0,0.0021087963,0,0,0.0018217593,0.818181818,5,0
4334,1711,r***u,0.675675676,0.714285714,1,0.7647299383,0.485714286,0.993592814,0.7643788580,0.666666667,3,1
4336,2397,h***b,0.02173913,0.083333333,0,0.0000023148,0,0,0.0000023148,0,5,0
4337,2397,o***m,0.028571429,0.083333333,0,0.0036296296,0,0,0.0036296296,0,5,0
4338,1376,x***9,1,0.222222222,0,0.0025810185,0,0,0.0025777116,0,7,0
4339,1376,m***4,0,0.111111111,0,0.0390343915,0,0,0.0390343915,1,7,0
4350,1194,0***c,0.25,0.071428571,0,0.0000066138,0,0,0.0000066138,0,7,0
4351,1194,5***i,0.266666667,0.285714286,0,0.0050198413,0,0,0.0003125000,1,7,0
4357,1143,s***p,0.625,0.588235294,1,0.1986304012,0,0,0.1985108025,0.857142857,3,1
4363,1476,i***a,0.040983607,0.111111111,0.5,0.7378819444,0.6,0.961233291,0.7378819444,0.9,7,1
4364,1476,a***s,0.012987013,0.022222222,0,0.8096990741,0.6,0.961233291,0.8096990741,0,7,0
4365,1476,i***z,0.9,0.2,0.5,0.9601570767,0.6,0.961233291,0.8782175926,1,7,1
4366,1476,o***c,0.090909091,0.022222222,0,0.8752298280,0.6,0.961233291,0.8752298280,0,7,0
4367,1476,i***_,0.1,0.022222222,0,0.9157142857,0.6,0.961233291,0.9157142857,0,7,0
4370,39,l***r,0.043478261,0.038461538,0,0.1804976852,0.307692308,0.993592814,0.1804976852,0,1,0
4371,39,o***s,0.36,0.346153846,1,0.8591319444,0.307692308,0.993592814,0.8591319444,0.909090909,1,1
4372,1962,t***f,0.666666667,0.307692308,0.5,0.0086959877,0,0,0.0078356481,0.5,3,0
4375,1962,r***r,0.008695652,0.076923077,0,0.1934259259,0,0,0.1934259259,0,3,0
4377,1962,e***6,0.181818182,0.153846154,0,0.5632060185,0,0,0.5631944444,0.8,3,0
4378,1962,f***e,0.214285714,0.230769231,0,0.3224614198,0,0,0.2870717593,0.833333333,3,0
4381,1962,h***t,0.055555556,0.076923077,0,0.9461998457,0,0,0.9461998457,0,3,0
4382,1661,c***9,0.75,0.857142857,1,0.6913657407,0,0,0.6913161376,1,7,1
4386,476,i***4,0.068965517,0.068965517,0,0.0017824074,0.379310345,0.993592814,0.0000462963,0,1,0
4389,476,h***b,0.152173913,0.24137931,1,0.0031597222,0.379310345,0.993592814,0.0001967593,0.833333333,1,1
4391,476,i***a,0.016393443,0.068965517,0,0.8552199074,0.379310345,0.993592814,0.5866435185,0,1,0
4393,1644,0***e,0.01754386,0.024390244,0,0.9722900132,0.56097561,0.993528095,0.9722900132,0,7,0
4394,1644,o***8,0.075,0.073170732,0,0.9525066138,0.56097561,0.993528095,0.9524900794,0,7,0
4413,1644,n***d,0.05,0.048780488,0,0.3441914683,0.56097561,0.993528095,0.3441914683,0,7,0
4415,556,u***r,0.450704225,0.581818182,1,0.9555246914,0.672727273,0.99935281,0.9553317901,0.933333333,3,1
4421,742,2***t,0.5,0.114285714,1,0.5410267857,0.485714286,0.993592814,0.0410300926,1,7,1
4423,556,g***r,0.024390244,0.018181818,0,0.9971527778,0.672727273,0.99935281,0.9971527778,0,3,0
4424,556,h***0,0.363636364,0.145454545,1,0.9938001543,0.672727273,0.99935281,0.9886998457,0.75,3,1
4428,1009,a***4,0.2,0.083333333,0,0.0623611111,0,0,0.0623611111,0,3,0
4431,1009,u***k,0.142857143,0.166666667,0,0.1439236111,0,0,0.1439004630,1,3,0
4433,1009,v***a,0.05,0.083333333,0,0.2454861111,0,0,0.2454861111,0,3,0
4434,1009,p***p,0.0625,0.166666667,0,0.1528858025,0,0,0.1528125000,0.8125,3,0
4435,1310,r***h,0.016393443,0.1,0,0.6230820106,0.1,0.993592814,0.6230770503,0.976744186,7,0
4437,1310,a***a,0.003021148,0.05,0,0.6339219577,0.1,0.993592814,0.6339219577,0,7,0
4438,742,l***i,0.025,0.057142857,0,0.4539864418,0.485714286,0.993592814,0.4539864418,0,7,0
4439,742,m***m,0.021276596,0.057142857,0,0.6465525794,0.485714286,0.993592814,0.6465327381,0,7,0
4442,741,n***v,0.333333333,0.052631579,0,0.0000810185,0.052631579,0.993592814,0.0000810185,0,1,0
4443,1342,r***o,0.069767442,0.125,0,0.0003321759,0.25,0.999935281,0.0000173611,0.866666667,10,0
4444,105,a***0,0.017241379,0.166666667,0,0.2848958333,0,0,0.2848958333,0.75,1,0
4447,1342,e***l,0.056603774,0.125,0,0.0089282407,0.25,0.999935281,0.0089143519,0.857142857,10,0
4450,2060,n***n,0.168831169,0.481481481,1,0.5548148148,0.333333333,0,0.3656266534,0.833333333,7,1
4452,2060,t***e,0.010638298,0.037037037,0,0.5265790344,0.333333333,0,0.5265790344,0,7,0
4459,916,c***i,0.363636364,0.340425532,0.5,0.9819758598,0.617021277,0.993592814,0.9817989418,0.923076923,7,1
4461,1418,s***_,0.121212121,0.081632653,0,0.9493634259,0.632653061,0.993592814,0.9480208333,0,3,0
4462,916,o***r,0.051282051,0.042553191,0,0.0228786376,0.617021277,0.993592814,0.0228621032,0,7,0
4463,916,t***t,0.03030303,0.021276596,0,0.0546015212,0.617021277,0.993592814,0.0546015212,0,7,0
4470,916,5***z,0,0.021276596,0,0.9910300926,0.617021277,0.993592814,0.9910300926,0,7,0
4475,916,d***0,0.076923077,0.021276596,0,0.0588673942,0.617021277,0.993592814,0.0588673942,0,7,0
4479,31,2***y,0.875,0.25,1,0.9348803064,0.357142857,0.935345672,0.9348472372,1,7,1
4480,1852,9***n,0.4,0.2,0,0.2115509259,0,0,0.2115509259,1,1,0
4486,482,n***v,0.333333333,0.023255814,0,0.0001388889,0.581395349,0.993592814,0.0001388889,0,1,0
4489,482,2***r,0.25,0.069767442,0,0.0006365741,0.581395349,0.993592814,0.0002777778,0,1,0
4490,465,o***o,0.019607843,0.08,0,0.1669113757,0.28,0.993592814,0.1669113757,0,7,0
4491,31,n***t,0.010416667,0.035714286,0,0.9875031829,0.357142857,0.935345672,0.9875031829,0,7,0
4495,482,o***m,0.114285714,0.093023256,0,0.0612962963,0.581395349,0.993592814,0.0091087963,0,1,0
4498,465,0***s,0.833333333,0.2,1,0.2966435185,0.28,0.993592814,0.2965773810,1,7,1
4502,31,1***1,0.018518519,0.035714286,0,0.9637198782,0.357142857,0.935345672,0.9637198782,0,7,0
4503,1852,1***c,0.125,0.1,0,0.2512384259,0,0,0.2512384259,1,1,0
4505,1852,k***a,0.034482759,0.1,0,0.7057986111,0,0,0.7057986111,1,1,0
4506,1852,u***h,0.230769231,0.3,0,0.7227430556,0,0,0.6827893519,1,1,0
4507,1852,n***.,0.333333333,0.1,0,0.7277199074,0,0,0.7277199074,1,1,0
4510,465,d***d,0.115384615,0.12,0,0.4599917328,0.28,0.993592814,0.4599917328,0.916666667,7,0
4511,465,m***i,0.071428571,0.04,0,0.3545502646,0.28,0.993592814,0.3545502646,0,7,0
4516,899,****h,0,0.2,0,0.0000162037,0,0,0.0000162037,1,5,0
4517,899,a***p,0.25,0.2,0,0.0716759259,0,0,0.0716759259,0.75,5,0
4518,582,s***6,0.25,0.028571429,0,0.9908101852,0.485714286,0.993592814,0.9908101852,0,3,0
4519,1369,c***l,0.043478261,0.055555556,0,0.8639914021,0,0,0.8639914021,0,7,0
4520,1369,t***n,0.018518519,0.111111111,0,0.9494510582,0,0,0.9494510582,0.821428571,7,0
4521,1369,d***c,0.75,0.166666667,0.5,0.7441286376,0,0,0.7440608466,1,7,1
4524,2226,1***y,0.75,0.5,0,0.0237500000,0,0,0.0236689815,0.5,1,0
4525,2408,k***v,0.5,0.013157895,0,0.0000049603,0.763157895,0.993592814,0.0000049603,0,7,0
4526,2226,i***m,0.034482759,0.166666667,0,0.0048611111,0,0,0.0048611111,0.933333333,1,0
4527,2408,5***5,0.047619048,0.013157895,0,0.9138260582,0.763157895,0.993592814,0.9138260582,0,7,0
4528,2408,3***9,0.133333333,0.026315789,0,0.0657390873,0.763157895,0.993592814,0.0634937169,0,7,0
4532,443,l***-,0.25,0.083333333,0,0.0000655864,0,0.993592814,0.0000655864,0,3,0
4537,2387,d***o,0.038461538,0.020833333,0,0.0036226852,0.625,0.993592814,0.0036226852,0,7,0
4538,2387,w***w,0.470588235,0.166666667,0,0.3825248016,0.625,0.993592814,0.0008333333,1,7,0
4540,2236,c***1,0.25,0.041666667,0,0.0147982804,0.25,0,0.0147982804,0,7,0
4543,2236,h***k,0.125,0.041666667,0,0.7886656746,0.25,0,0.7886656746,0,7,0
4544,2236,l***c,0.541666667,0.541666667,1,0.2154546958,0.25,0,0.1335102513,0.875,7,1
4552,1485,3***s,0.4,0.25,0,0.0475323164,0,0,0.0454200501,1,5,0
4554,1370,0***i,0.060606061,0.105263158,0,0.0394527116,0.052631579,0,0.0393419312,0.736842105,7,0
4556,1370,l***e,0.057142857,0.105263158,0,0.0271428571,0.052631579,0,0.0271378968,0.76,7,0
4575,766,o***z,0.076923077,0.016949153,0,0.8122519841,0.694915254,0.993592814,0.8122519841,0,7,0
4576,98,m***x,0.75,0.375,0,0.0159755291,0,0,0.0159755291,0.5,7,0
4577,98,i***j,0.04,0.125,0,0.1048710317,0,0,0.1048710317,0.75,7,0
4578,98,e***m,0.016666667,0.125,0,0.1372238757,0,0,0.1372238757,0.842105263,7,0
4580,1273,a***w,0.076923077,0.1,0,0.4684837963,0,0,0.4684837963,0.5,1,0
4583,276,8***m,0.026315789,0.090909091,0,0.0575677910,0,0,0.0575677910,0,7,0
4590,1473,s***n,0.011764706,0.045454545,0,0.9415779321,0.181818182,0,0.9415779321,0,3,0
4594,1473,n***n,0.051948052,0.181818182,0.5,0.8262770062,0.181818182,0,0.8262384259,0.833333333,3,0
4602,871,r***2,0.277777778,0.161290323,0,0.9852645503,0.419354839,0.993592814,0.9852463624,0.857142857,7,0
4605,1541,l***d,0.05,0.0625,0,0.7428842593,0,0,0.7428842593,0,5,0
4606,1541,u***r,0.014084507,0.0625,0,0.5823379630,0,0,0.5823379630,0,5,0
4610,1473,l***e,0.028571429,0.045454545,0,0.2149652778,0.181818182,0,0.2149652778,0,3,0
4611,1473,a***u,0.0625,0.090909091,0,0.0752160494,0.181818182,0,0.0668094136,0,3,0
4616,1248,6***1,0.25,0.017857143,0,0.0035863095,0.678571429,0.993592814,0.0035863095,0,7,0
4617,1248,i***n,0.025,0.017857143,0,0.7281812169,0.678571429,0.993592814,0.7281812169,0,7,0
4618,1248,a***a,0.057401813,0.339285714,0.5,0.9889302249,0.678571429,0.993592814,0.9536706349,0.848214286,7,1
4622,2336,a***a,0.021148036,0.233333333,1,0.0265211640,0.4,0.676404764,0.0265162037,0.848214286,7,1
4623,2336,j***5,0,0.033333333,0,0.0266947751,0.4,0.676404764,0.0266947751,0,7,0
4625,2336,b***g,0.2,0.066666667,0,0.3195833333,0.4,0.676404764,0.2695039683,0,7,0
4626,298,d***-,0.5,0.285714286,0,0.0000181878,0,0,0,1,7,0
4630,298,a***i,0.02247191,0.285714286,0,0.0045486111,0,0,0.0045205026,0.84375,7,0
4632,298,n***u,0.111111111,0.142857143,0,0.0213822751,0,0,0.0213822751,0.833333333,7,0
4633,298,a***t,0.022727273,0.142857143,0,0.3918650794,0,0,0.3918650794,1,7,0
4634,632,t***g,0.333333333,0.111111111,0,0.0000138889,0,0.967640476,0.0000138889,0.333333333,5,0
4635,632,l***f,1,0.222222222,0,0.7860717593,0,0.967640476,0.7860717593,1,5,0
4636,632,r***m,0.04,0.111111111,0,0.0987291667,0,0.967640476,0.0987291667,1,5,0
4637,632,k***0,0.076923077,0.111111111,0,0.1073032407,0,0.967640476,0.1073032407,1,5,0
4642,1034,a***l,0.016393443,0.166666667,0,0.8207638889,0,0.999935281,0.8207638889,0.833333333,3,0
4643,1453,e***e,0.014492754,0.083333333,0,0.2173726852,0.25,0,0.2172916667,0,1,0
4645,1453,z***a,0.666666667,0.166666667,1,0.9371990741,0.25,0,0.8912615741,1,1,1
4649,1253,i***g,0.2,0.083333333,0,0.5956172840,0,0,0.5956172840,0,3,0
4650,1253,-***r,0.2,0.25,0,0.9539313272,0,0,0.5683680556,0.5,3,0
4653,1119,1***0,0.09375,0.063829787,0,0.9976851852,0.617021277,0.935345672,0.9966689815,0,5,0
4654,1119,n***e,0.042253521,0.063829787,0,0.9975000000,0.617021277,0.935345672,0.9975000000,0,5,0
4656,1938,g***7,0,0.058823529,0,0.0005246914,0,0,0.0005246914,0,3,0
4657,1938,y***s,0.189189189,0.411764706,1,0.0035725309,0,0,0.0035185185,0.857142857,3,1
4659,2336,n***s,0.043478261,0.033333333,0,0.4964533730,0.4,0.676404764,0.4964533730,0,7,0
4661,1453,n***g,0.1,0.041666667,0,0.9550462963,0.25,0,0.9550462963,0,1,0
4662,1453,a***o,0.075630252,0.375,1,0.9686921296,0.25,0,0.8134722222,0.757575758,1,1
4670,1453,8***w,0,0.041666667,0,0.9868634259,0.25,0,0.9868634259,0,1,0
4672,1253,i***a,0.008196721,0.083333333,0,0.6812152778,0,0,0.6812152778,0,3,0
4676,887,o***a,0.092307692,0.333333333,0.5,0.1554728836,0,0,0.0174718915,0.923076923,7,1
4678,887,o***o,0.019607843,0.111111111,0,0.3435350529,0,0,0.3435300926,0.888888889,7,0
4679,887,j***j,0.035714286,0.055555556,0,0.5662086640,0,0,0.5662086640,0,7,0
4681,887,u***u,0.057142857,0.111111111,0,0.6702430556,0,0,0.6701421958,0.736842105,7,0
4682,887,2***r,0.083333333,0.055555556,0,0.9526190476,0,0,0.9526190476,0,7,0
4685,2527,3***r,0.066666667,0.033333333,0,0.9779120370,0.4,0.993592814,0.9779120370,0,5,0
4686,2527,o***z,0.076923077,0.033333333,0,0.9685486111,0.4,0.993592814,0.9685486111,0,5,0
4687,2527,u***2,0.428571429,0.1,0,0.9807291667,0.4,0.993592814,0.3914930556,1,5,0
4688,394,s***s,0.020408163,0.090909091,0,0.6241242284,0.181818182,0.995146071,0.6240779321,0,3,0
4689,394,x***r,0.1,0.045454545,0,0.5415547840,0.181818182,0.995146071,0.5415547840,0,3,0
4693,1689,k***i,0.0625,0.071428571,0,0.3319642857,0,0,0.3319642857,0,7,0
4694,2527,y***e,0.020833333,0.033333333,0,0.0857847222,0.4,0.993592814,0.0857847222,0,5,0
4698,2527,n***i,0.076923077,0.166666667,0.5,0.0313611111,0.4,0.993592814,0.0303263889,0.916666667,5,0
4703,1521,j***1,0.555555556,0.25,0,0.2817427249,0.1,0,0.1873181217,0.666666667,7,0
4705,428,o***n,0.086956522,0.307692308,0,0.2036597222,0,0,0.0096388889,0.941176471,5,0
4706,428,m***0,0.03125,0.076923077,0,0.0152662037,0,0,0.0152662037,0,5,0
4707,428,l***v,0.090909091,0.076923077,0,0.0224398148,0,0,0.0224398148,0,5,0
4709,1730,a***i,0.123595506,0.323529412,0.5,0.9892542989,0.470588235,0.993592814,0.9891484788,0.84375,7,1
4712,1730,n***t,0.010416667,0.029411765,0,0.9920800265,0.470588235,0.993592814,0.9920800265,0,7,0
4716,1730,e***m,0.066666667,0.117647059,0,0.1462615741,0.470588235,0.993592814,0.0639649471,0.842105263,7,0
4720,1730,n***0,0.052631579,0.029411765,0,0.1580406746,0.470588235,0.993592814,0.1580406746,0,7,0
4721,1730,e***0,0.029411765,0.029411765,0,0.1895105820,0.470588235,0.993592814,0.1895105820,0,7,0
4722,2100,m***r,0.025,0.015873016,0,0.0991914683,0.714285714,0.98712091,0.0991914683,0,7,0
4723,2100,t***o,0.5,0.174603175,0.5,0.9503571429,0.714285714,0.98712091,0.9503521825,1,7,1
4726,2100,n***t,0.010416667,0.015873016,0,0.9609226190,0.714285714,0.98712091,0.9609226190,0,7,0
4728,2100,h***0,0.045454545,0.015873016,0,0.9824090608,0.714285714,0.98712091,0.9824090608,0,7,0
4730,953,i***r,0.120689655,0.333333333,0.5,0.8327298280,0.142857143,0,0.5626405423,1,7,1
4733,1891,g***s,0.041666667,0.047619048,0,0.4034341931,0.142857143,0,0.4034341931,0,7,0
4734,1891,i***d,0.013333333,0.047619048,0,0.5659556878,0.142857143,0,0.5659556878,0,7,0
4736,1891,i***m,0.034482759,0.047619048,0,0.7058912037,0.142857143,0,0.7058912037,0,7,0
4738,1891,j***i,0.1,0.047619048,0,0.8017675265,0.142857143,0,0.8017675265,0,7,0
4740,428,b***b,0.012987013,0.076923077,0,0.1051180556,0,0,0.1051180556,0,5,0
4741,655,u***1,0.333333333,0.021276596,0,0.9142939815,0.617021277,0.993592814,0.9142939815,0,7,0
4742,655,n***e,0.028169014,0.042553191,0,0.9057192460,0.617021277,0.993592814,0.8106001984,0,7,0
4748,2100,e***m,0.116666667,0.111111111,0.5,0.1020469577,0.714285714,0.98712091,0.0943601190,0.842105263,7,1
4750,2100,r***a,0.017391304,0.031746032,0,0.5484275794,0.714285714,0.98712091,0.5484275794,0,7,0
4751,2100,o***t,0.046153846,0.047619048,0,0.2323164683,0.714285714,0.98712091,0.0957688492,0,7,0
4752,1730,y***o,0.111111111,0.029411765,0,0.2658895503,0.470588235,0.993592814,0.2658895503,0,7,0
4753,1891,v***i,0.2,0.047619048,0,0.9366170635,0.142857143,0,0.9366170635,0,7,0
4755,1730,g***t,0.2,0.029411765,0,0.3534738757,0.470588235,0.993592814,0.3534738757,0,7,0
4756,1730,c***h,0.16,0.117647059,0,0.4340806878,0.470588235,0.993592814,0.3341815476,0.9,7,0
4758,1730,o***d,0.05,0.029411765,0,0.3966749339,0.470588235,0.993592814,0.3966749339,0,7,0
4760,2434,9***u,0.583333333,0.466666667,1,0.7179546958,0,0,0.5698693783,1,7,1
4761,2434,4***o,0.125,0.066666667,0,0.9952314815,0,0,0.9952314815,0,7,0
4762,655,s***8,1,0.063829787,0,0.0001471561,0.617021277,0.993592814,0.0000859788,0,7,0
4763,655,j***l,0.8,0.085106383,0,0.0001173942,0.617021277,0.993592814,0.0000198413,0,7,0
4768,998,e***n,0.045454545,0.05,0,0.0232060185,0.1,0,0.0232060185,0,3,0
4769,998,u***u,0.028571429,0.05,0,0.0782484568,0.1,0,0.0782484568,0,3,0
4770,998,s***o,0.038461538,0.05,0,0.0812191358,0.1,0,0.0812191358,0,3,0
4771,998,h***k,0.125,0.05,0,0.2887847222,0.1,0,0.2887847222,0,3,0
4772,998,b***0,0.5,0.05,0,0.1472029321,0.1,0,0.1472029321,0,3,0
4773,998,i***l,0.044444444,0.1,0,0.6130864198,0.1,0,0.6130864198,0.727272727,3,0
4778,97,e***r,0.037735849,0.125,0,0.0013194444,0,0,0.0003240741,0.782608696,1,0
4779,97,z***n,0.5,0.125,0,0.0103356481,0,0,0.0090509259,1,1,0
4786,733,a***n,0.01,0.05,0,0.0003263889,0.1,0,0.0003263889,0,5,0
4787,733,m***m,0.010638298,0.05,0,0.0004421296,0.1,0,0.0004421296,0,5,0
4788,733,t***b,0.2,0.05,0,0.0704351852,0.1,0,0.0704351852,0,5,0
4789,240,3***1,0.5,0.740740741,1,0.9174917328,0.333333333,0.961233291,0.9170667989,1,7,1
4790,189,a***i,0.02247191,0.1,0,0.0007793210,0.1,0,0.0007330247,0.84375,3,0
4794,189,r***2,0.444444444,0.4,0.5,0.0010146605,0.1,0,0.0002430556,0.857142857,3,0
4802,189,t***i,0.114285714,0.2,0,0.3613387346,0.1,0,0.3613387346,0.947368421,3,0
4803,189,0***b,0.294117647,0.25,0.5,0.0682368827,0.1,0,0.0681905864,1,3,0
4805,1476,k***e,0.05,0.022222222,0,0.3821478175,0.6,0.961233291,0.3821478175,0,7,0
4806,1476,k***l,0.384615385,0.111111111,1,0.1800132275,0.6,0.961233291,0.1798065476,1,7,1
4808,807,e***e,0.007246377,0.04,0,0.0000231481,0.28,0,0.0000231481,0,3,0
4809,39,s***c,0.055555556,0.038461538,0,0.7438657407,0.307692308,0.993592814,0.7438657407,0,1,0
4811,2412,1***2,0.058823529,0.083333333,0,0.0014467593,0,0,0.0014467593,0,1,0
4812,2412,b***b,0.051948052,0.333333333,0,0.0131712963,0,0,0.0130208333,0.774193548,1,0
4813,2412,i***z,0.1,0.083333333,0,0.0934027778,0,0,0.0934027778,0,1,0
4822,475,o***o,0.029411765,0.2,0.5,0.0207407407,0,0.993592814,0.0010069444,0.888888889,1,1
4824,475,d***o,0.076923077,0.133333333,0,0.0042361111,0,0.993592814,0.0000231481,0.909090909,1,0
4825,475,m***t,0.409090909,0.6,1,0.6211111111,0,0.993592814,0.6193634259,1,1,1
4826,475,0***1,0.034482759,0.066666667,0,0.7525115741,0,0.993592814,0.7525115741,0,1,0
4827,1476,a***0,0.017241379,0.022222222,0,0.6799801587,0.6,0.961233291,0.6799801587,0,7,0
4831,1476,n***i,0.030769231,0.044444444,0,0.8607142857,0.6,0.961233291,0.2440211640,0,7,0
4832,240,g***o,0.038461538,0.037037037,0,0.9443551587,0.333333333,0.961233291,0.9443551587,0,7,0
4833,240,v***r,0.076923077,0.037037037,0,0.9840509259,0.333333333,0.961233291,0.9840509259,0,7,0
4834,240,.***o,0.125,0.037037037,0,0.9908382937,0.333333333,0.961233291,0.9908382937,0,7,0
4835,2447,o***p,0.0625,0.045454545,0,0.5259452160,0.181818182,0.993592814,0.5259452161,0,3,0
4836,2447,p***a,0.047619048,0.045454545,0,0.5447685185,0.181818182,0.993592814,0.5447685185,0,3,0
4838,2447,b***o,0.111111111,0.045454545,0,0.9337731481,0.181818182,0.993592814,0.9337731481,0,3,0
4840,2447,r***o,0.069767442,0.136363636,0,0.9723611111,0.181818182,0.993592814,0.9723418210,0.866666667,3,0
4841,2447,z***d,0,0.045454545,0,0.9917091049,0.181818182,0.993592814,0.9917091049,0,3,0
4842,1076,c***a,0.142857143,0.4,0,0.0130572090,0,0,0.0129712302,0.875,7,0
4844,1076,o***8,0.025,0.1,0,0.2310648148,0,0,0.2310648148,0.916666667,7,0
4847,1076,a***1,0.025641026,0.1,0,0.6799702381,0,0,0.6799702381,0.846153846,7,0
4848,1076,p***i,0.033333333,0.1,0,0.3732886905,0,0,0.3732886905,0.769230769,7,0
4849,1076,l***o,0.09375,0.3,0.5,0.4233134921,0,0,0.4233068783,0.923076923,7,1
4850,1662,7***_,0,0.2,0,0.0002281746,0,0,0.0002281746,0,7,0
4851,1662,u***2,0.142857143,0.2,0,0.0014963624,0,0,0.0014963624,1,7,0
4852,175,o***p,0.1875,0.1875,0,0.0144163360,0,0,0.0144097222,1,7,0
4854,175,e***s,0.038461538,0.0625,0,0.1114203042,0,0,0.1114203042,0,7,0
4865,155,_***o,0.1,0.047619048,0,0.7665702160,0.142857143,0,0.7665702161,0,3,0
4867,2463,e***r,0.018867925,0.090909091,0,0.0174636243,0,0,0.0174636243,0,7,0
4868,2463,g***r,0.12195122,0.454545455,0,0.2922668651,0,0,0.2664649471,0.944444444,7,0
4869,2463,o***m,0.028571429,0.090909091,0,0.2361507937,0,0,0.2361507937,0,7,0
4872,2463,6***2,0.1,0.090909091,0,0.4262285053,0,0,0.4262285053,0,7,0
4873,533,r***r,0.008695652,0.041666667,0,0.7343105159,0.25,0.999935281,0.7343105159,0,7,0
4885,354,r***f,0.027027027,0.090909091,0,0.1360879630,0,0,0.1360879630,0,7,0
4886,93,e***e,0.007246377,0.071428571,0,0.1572337963,0,0,0.1572337963,0,1,0
4887,93,a***a,0.021148036,0.5,0.5,0.1785648148,0,0,0.1504745370,0.848214286,1,1
4888,93,n***l,0.027027027,0.071428571,0,0.0031597222,0,0,0.0031597222,0,1,0
4894,43,r***p,0.2,0.01754386,0,0.0003356481,0.684210526,0.993592814,0.0003356481,0,1,0
4899,1897,s***o,0.038461538,0.04,0,0.9865790344,0.28,0.993592814,0.9865790344,0,7,0
4908,2408,a***6,0.484848485,0.421052632,1,0.9372536376,0.763157895,0.993592814,0.8913789683,0.714285714,7,1
4911,1897,7***r,0.444444444,0.16,0.5,0.8570800265,0.28,0.993592814,0.8570469577,0.666666667,7,1
4916,2076,2***i,0.2,0.176470588,0.5,0.0003125000,0,0,0.0002943122,1,7,1
4917,2394,i***$,0,0.083333333,0,0.0056398810,0,0,0.0056398810,0,7,0
4918,2076,a***o,0.008403361,0.058823529,0,0.0185284392,0,0,0.0185284392,0,7,0
4922,2394,o***a,0.015384615,0.083333333,0,0.0168501984,0,0,0.0168501984,0,7,0
4926,143,a***a,0.012084592,0.5,0,0.1392384259,0,0,0.1392384259,0.848214286,5,0
4932,1897,o***a,0.015384615,0.04,0,0.8580588624,0.28,0.993592814,0.8580588624,0,7,0
4934,1165,v***7,0.5,0.034482759,0,0.6029282407,0.689655172,0.993592814,0.6027893519,0,1,0
4936,1215,a***o,0.008403361,0.2,0,0.0107870370,0,0,0.0107870370,0.757575758,5,0
4937,572,g***p,0.066666667,0.032258065,0,0.8881828704,0.419354839,0.993592814,0.8881828704,0,7,0
4938,572,m***i,0.071428571,0.032258065,0,0.7774702381,0.419354839,0.993592814,0.7774702381,0,7,0
4939,1644,s***p,0.0625,0.024390244,0,0.3969494048,0.56097561,0.993528095,0.3969494048,0,7,0
4940,1943,t***s,0.102564103,0.125,0,0.3295987654,0.4375,0.993592814,0.2129166667,1,3,0
4942,539,b***b,0.012987013,0.041666667,0,0.1537929894,0.25,0,0.1537929894,0,7,0
4943,539,_***w,0.3,0.25,0,0.4470734127,0.25,0,0.1391732804,0.833333333,7,0
4944,539,e***k,0.19047619,0.166666667,0,0.3106927910,0.25,0,0.3106927910,1,7,0
4945,539,d***n,0.1,0.041666667,0,0.3308399471,0.25,0,0.3308399471,0,7,0
4948,422,p***e,0.666666667,0.8,1,0.0001488095,0,0,0.0000330688,0.5,7,1
4950,422,n***a,0.015873016,0.2,0,0.0001603836,0,0,0.0001603836,0.80952381,7,0
4951,1175,h***s,0.076923077,0.083333333,0,0.0000066138,0,0,0.0000066138,0,7,0
4952,39,a***a,0.003021148,0.038461538,0,0.3474884259,0.307692308,0.993592814,0.3474884259,0,1,0
4956,1175,l***s,0.148148148,0.333333333,0,0.8439996693,0,0,0.0004083995,1,7,0
